code,uz,ru
J01ED08,Sulfafenazol,Сульфафеназол
J01ED09,Sulfamazon,Сульфамазон
J01ED20,Uzoq taʼsirga ega sulfanilamidlar majmuada,Сульфаниламиды длительного действия в комбинации
J01EE,Sulfanilamid va trimetoprim majmuaviy prepatlari jumladan ularni hosilalari,"Комбинированные препараты сульфаниламидов и триметоприма, включая производные"
J01EE01,Ko-trimoksazol,Ко-тримоксазол
J01EE02,Sulfadiazin va trimetoprim,Сульфадиазин и триметоприм
J01EE03,Sulfametrol va trimetoprim,Сульфаметрол и триметоприм
J01EE04,Sulfamoksol va trimetoprim,Сульфамоксол и триметоприм
J01EE05,Sulfadimidin va trimetoprim,Сульфадимидин и триметоприм
J01EE06,Sulfadiazin va trimetoprim,Сульфадиазин и триметоприм
J01EE07,Sulfamerazin va trimetoprim,Сульфамеразин и триметоприм
J01FA,Makrolidlar,Макролиды
J01FA01,Eritromitsin,Эритромицин
J01FA02,Spiramitsin,Спирамицин
J01FA03,Midekamitsin,Мидекамицин
J01FA05,Oleandomitsin,Олеандомицин
J01FA06,Roksitromitsin,Рокситромицин
J01FA07,Djozamitsin,Джозамицин
J01FA08,Troleandomitsin,Тролеандомицин
J01FA09,Klaritromitsin,Кларитромицин
J01FA10,Azitromitsin,Азитромицин
J01FA11,Miokamitsin,Миокамицин
J01FA12,Rokitamitsin,Рокитамицин
J01FA13,Diritromitsin,Диритромицин
J01FA14,Fluritromitsin,Флуритромицин
J01FA15,Telitromitsin,Телитромицин
J01FA16,Solitromitsin,Солитромицин
J01FF,Linkozamidlar,Линкозамиды
J01FF01,Klindamitsin,Клиндамицин
J01FF02,Linkomitsin,Линкомицин
J01FG,Streptograminlar,Стрептограмины
J01FG02,Xinupristin/dalfopristin,Хинупристин/дальфопристин
J01FG04,Pristinamitsin,Пристинамицин
J01GA,Streptomitsinlar,Стрептомицины
J01GA01,Streptomitsin,Стрептомицин
J01GA02,Streptoduotsin,Стрептодуоцин
J01GB,Boshqa aminoglikozidlar,Другие аминогликозиды
J01GB01,Tobramitsin,Тобрамицин
J01GB03,Gentamitsin,Гентамицин
J01GB04,Kanamitsin,Канамицин
J01GB05,Neomitsin,Неомицин
J01GB06,Amikatsin,Амикацин
J01GB07,Netilmitsin,Нетилмицин
J01GB08,Sizomitsin,Сизомицин
J01GB09,Dibekatsin,Дибекацин
J01GB10,Ribostamitsin,Рибостамицин
J01GB11,Izepamitsin,Изепамицин
J01GB12,Arbekatsin,Арбекацин
J01GB13,Bekanamitsin,Беканамицин
J01MA,Ftorxinolonlar,Фторхинолоны
J01MA01,Ofloksatsin,Офлоксацин
J01MA02,Siprofloksatsin,Ципрофлоксацин
J01MA03,Pefloksatsin,Пефлоксацин
J01MA04,Enoksatsin,Эноксацин
J01MA05,Temafloksatsin,Темафлоксацин
J01MA06,Norfloksatsin,Норфлоксацин
J01MA07,Lomefloksatsin,Ломефлоксацин
J01MA08,Fleroksatsin,Флероксацин
J01MA09,Sparfloksatsin,Спарфлоксацин
J01MA10,Rufloksatsin,Руфлоксацин
J01MA11,Grepafloksatsin,Грепафлоксацин
J01MA12,Levofloksatsin,Левофлоксацин
J01MA13,Trovafloksatsin,Тровафлоксацин
J01MA14,Trovafloksatsin,Моксифлоксацин
J01MA15,Gemifloksatsin,Гемифлоксацин
J01MA16,Gatifloksatsin,Гатифлоксацин
J01MA17,Prulifloksatsin,Прулифлоксацин
J01MA18,Pazufloksatsin,Пазуфлоксацин
J01MA19,Garenoksatsin,Гареноксацин
J01MA21,Sitafloksatsin,Ситафлоксацин
J01MB,Boshqa xinolonlar,Другие хинолоны
J01MB01,Rosoksatsin,Росоксацин
J01MB02,Nalidiks kislotasi,Налидиксовая кислота
J01MB03,Piromid kislotasi,Пиромидовая кислота
J01MB04,Pipemid kislotasi,Пипемидовая кислота
J01MB05,Oksolin kislotasi,Оксолиновая кислота
J01MB06,Sinoksatsin,Циноксацин
J01MB07,Flumexin,Флумехин
J01RA,Antibakterial vositalarining majmuasi,Комбинации антибактериальных средств
J01RA01,Penitsillinlar boshqa mikroblarga qarshi preparatlar bilan majmuada,Пенициллины в комбинации с другими противомикробными препаратами
J01RA02,Sulfanilamidlar boshqa mikroblarga qarshi preparatlar bilan majmuada (trimetoprim bilan majmuasi mustasno),Сульфаниламиды в комбинации с другими противомикробными препаратами (исключая комбинации с триметопримом)
J01RA03,Sefuroksim boshqa mikroblarga qarshi preparatlar bilan majmuada,Цефуроксим в комбинации с другими противомикробными препаратами
J01RA04,Spiramitsin boshqa mikroblarga qarshi preparatlar bilan majmuada,Спирамицин в комбинации с другими противомикробными препаратами
J01RA05,Levofloksatsin va ornidazol,Левофлоксацин и орнидазол
J01RA06,Sefepim va amikatsin,Цефепим и амикацин
J01RA07,"Azitromitsin, flukonazol va seknidazol","Азитромицин, флуконазол и секнидазол"
J01RA08,Tetratsiklin va oleandomitsin,Тетрациклин и олеандомицин
J01RA09,Ofloksatsin va ornidazol,Офлоксацин и орнидазол
J01RA10,Siprofloksatsin va metronidazol,Ципрофлоксацин и метронидазол
J01RA11,Siprofloksatsin va tinidazol,Ципрофлоксацин и тинидазол
J01RA12,Siprofloksatsin va ornidazol,Ципрофлоксацин и орнидазол
J01RA13,Norfloksatsin va tinidazol,Норфлоксацин и тинидазол
J01XA,Glikopeptid tuzilishga ega antibiotiklar,Антибиотики гликопептидной структуры
J01XA01,Vankomitsin,Ванкомицин
J01XA02,Teykoplanin,Тейкопланин
J01XA03,Telavansin,Телаванцин
J01XA04,Dalbavansin,Далбаванцин
J01XB,Polimiksinlar,Полимиксины
J01XB01,Kolistin,Колистин
J01XB02,Polimiksin,Полимиксин
J01XC,Steroid tuzilishga ega antibiotiklar,Антибиотики стероидной структуры
J01XC01,Fuzidat kislotasi,Фузидовая кислота
J01XD,Imidazol hosilalari,Производные имидазола
J01XD01,Metronidazol,Метронидазол
J01XD02,Tinidazol,Тинидазол
J01XD03,Ornidazol,Орнидазол
J01XE,Nitrofuran hosilalari,Производные нитрофурана
J01XE01,Nitrofurantoin,Нитрофурантоин
J01XE02,Nifurtoinol,Нифуртоинол
J01XX,Boshqa antibakterial preparatlar,Прочие антибактериальные препараты
J01XX01,Fosfomitsin,Фосфомицин
J01XX02,Ksibornol,Ксиборнол
J01XX03,Klofoktol,Клофоктол
J01XX04,Spektinomitsin,Спектиномицин
J01XX05,Metenamin,Метенамин
J01XX06,Mandeley kislotasi,Манделевая кислота
J01XX07,Nitroksolin,Нитроксолин
J01XX08,Linezolid,Линезолид
J01XX09,Daptomitsin,Даптомицин
J01XX11,Torezolid,Торезолид
J02AA,Antibiotiklar,Антибиотики
J02AA01,Amfoteritsin B,Амфотерицин B
J02AA02,Gaximitsin,Гахимицин
J02AB,Imidazol hosilalari,Производные имидазола
J02AB01,Mikonazol,Миконазол
J02AB02,Ketokonazol,Кетоконазол
J02AC,Triazol hosilalari,Производные триазола
J04AC01,Izoniazid,Изониазид
J04AC51,Izoniazid boshqa vositalar bilan majmuada,Изониазид в комбинации со средствами
J02AX,Tizimli taʼsirga ega boshqa zamburugʻlarga qarshi preparatlar,Другие противогрибковые препараты системного действия
J02AX01,Flutsitozin,Флуцитозин
J02AX04,Kaspofungin,Каспофунгин
J02AX05,Mikafungin,Микафунгин
J02AX06,Anidulafungin,Анидулафунгин
J04AA,Aminosalitsil kislotasi va uning hosilalari,Аминосалициловая кислота и ее производные
J04AA01,Aminosalitsil kislotasi,Аминосалициловая кислота
J04AA02,Natriy aminosalitsilat,Натрия аминосалицилат
J04AA03,Kalsiy aminosalitsilat,Кальция аминосалицилат
J04AB,Antibiotiklar,Антибиотики
J04AB01,Sikloserin,Циклосерин
J04AB02,Rifampitsin,Рифампицин
J04AB03,Rifamitsin,Рифамицин
J04AB04,Rifabutin,Рифабутин
J04AB05,Rifapentin,Рифапентин
J04AC,Gidrazidlar,Гидразиды
J04AD,Tiokarbamid hosilalari,Производные тиокарбамида
J04AD01,Protionamid,Протионамид
J04AD02,Tiokarlid,Тиокарлид
J04AD03,Etionamid,Этионамид
J04AK,Boshqa Tuberkulyozga qarshi preparatlar,Другие противотуберкулезные препараты
J04AK01,Pirazinamid,Пиразинамид
J04AK02,Etambutol,Этамбутол
J04AK03,Terizidon,Теризидон
J04AK04,Morinamid,Моринамид
J04AK05,Bedakvilin / bedaxilin,Бедаквилин / бедахилин
J04AK06,Delamanid,Деламанид
J04AK07,Tioatsetazon,Тиоацетазон
J04AM,Tuberkulyozga qarshi preparatlar majmuada,Комбинированные противотуберкулезные препараты
J04AM01,Izoniazid va streptomitsin,Изониазид и стрептомицин
J04AM02,Izoniazid va rifampitsin,Изониазид и рифампицин
J04AM03,Izoniazid va etambutol,Изониазид и этамбутол
J04AM04,Izoniazid va tioatsetazon,Изониазид и тиоацетазон
J04AM05,"Izoniazid, pirazinamid va rifampitsin","Изониазид, пиразинамид и рифампицин"
J04AM06,"Izoniazid, pirazinamid, rifampitsin va etambutol","Изониазид, пиразинамид, рифампицин и этамбутол"
J04BA,Moxovga qarshi preparatlar,Противолепрозные препараты
J04BA01,Klofazimin,Клофазимин
J04BA02,Dapson,Дапсон
J04BA03,Aldesulfon natriya,Алдесульфон натрия
J05AA,Tiosemikarbazonlar,Тиосемикарбазоны
J05AA01,Metisazon,Метисазон
J05AB,"Nukleozidlar va nukleotidlar, qaytar transkriptaza ingibitorlaridan tashqari","Нуклеозиды и нуклеотиды, кроме ингибиторов обратной транскриптазы"
J05AB01,Asiklovir,Ацикловир
J05AB02,Idoksuridin,Идоксуридин
J05AB03,Vidarabin,Видарабин
J05AB04,Ribavirin,Рибавирин
J05AB06,Gansiklovir,Ганцикловир
J05AB09,Famsiklovir,Фамцикловир
J05AB11,Valatsiklovir,Валацикловир
J05AB12,Sidofovir,Цидофовир
J05AB13,Pensiklovir,Пенцикловир
J05AB14,Valgansiklovir,Валганцикловир
J05AB15,Brivudin,Бривудин
J05AC,Siklik aminlar,Циклические амины
J05AC02,Rimantadin,Римантадин
J05AC03,Tromantadin,Тромантадин
J05AD,Fosfonat kislotasi hosilalari,Производные фосфоновой кислоты
J05AD01,Foskarnet natriy,Фоскарнет натрия
J05AD02,Fosfonet natriy,Фосфонет натрия
J05AE,OITV-proteaza ingibitorlari,Ингибиторы вич-протеаз
J05AE01,Sakvinavir,Саквинавир
J05AE02,Indinavir,Индинавир
J05AE03,Ritonavir,Ритонавир
J05AE04,Nelfinavir,Нелфинавир
J05AE05,Amprenavir,Ампренавир
J05AE06,Lopinavir,Лопинавир
J05AE07,Fosamprenavir,Фосампренавир
J05AE08,Atazanavir,Атазанавир
J05AE09,Tipranavir,Типранавир
J05AE10,Darunavir,Дарунавир
J05AE11,Telaprevir,Телапревир
J05AE12,Botseprevir,Боцепревир
J05AE13,Faldaprevir,Фалдапревир
J05AE14,Simeprevir,Симепревир
J05AE15,Asunaprevir,Асунапревир
J05AF,Nukleozidlar va nukleotidlar - qaytar transkriptaza ingibitorlari,Нуклеозиды и нуклеотиды – ингибиторы обратной транскриптазы
J05AF01,Zidovudin,Зидовудин
J05AF02,Didanozin,Диданозин
J05AF03,Zalsitabin,Залцитабин
J05AF04,Stavudin,Ставудин
J05AF05,Lamivudin,Ламивудин
J05AF06,Abakavir,Абакавир
J05AF07,Tenofovir,Тенофовир
J05AF08,Adefovir dipivoksil,Адефовир дипивоксил
